Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Country,Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Shipping_Cost
ORD-100339,2022-07-01,2022-07-21,CUST-5277,Sarah Johnson,Home Office,France,Asia-Pacific,Office Supplies,Binders,Product D,866.1,23,0.05,340.05,72.89
ORD-100340,2019-05-03,2019-05-29,CUST-7628,Robert Wilson,Consumer,Mexico,Asia-Pacific,Office Supplies,Paper,Product A,229.04,16,0.0,81.4,19.61
ORD-100341,2022-07-18,2022-07-25,CUST-6829,Emily Brown,Corporate,United States,Europe,Furniture,Copiers,Product B,8670.52,21,0.05,2699.14,1074.05
ORD-100342,2020-06-29,2020-07-12,CUST-7244,Mike Davis,Corporate,United States,Americas,Office Supplies,Desks,Product D,86.88,3,0.0,23.4,5.79
ORD-100343,2022-01-09,2022-01-23,CUST-6031,Emily Brown,Corporate,Germany,Asia-Pacific,Office Supplies,Paper,Product B,335.56,11,0.05,82.86,28.0
ORD-100344,2020-04-04,2020-04-22,CUST-5085,Emily Brown,Corporate,Germany,Europe,Office Supplies,Desks,Product C,170.88,21,0.0,62.89,13.46
ORD-100345,2023-01-09,2023-01-19,CUST-7779,John Smith,Home Office,Canada,Europe,Furniture,Binders,Product D,8858.46,24,0.0,1782.15,692.16
ORD-100346,2022-08-14,2022-08-28,,John Smith,Consumer,United Kingdom,Europe,Office Supplies,Paper,Product B,103.64,10,0.0,11.5,
ORD-100347,2020-06-13,2020-07-02,CUST-5138,Sarah Johnson,Consumer,Canada,Asia-Pacific,Furniture,Desks,Product B,6238.89,19,0.0,1246.08,378.47
ORD-100348,2022-04-02,2022-04-07,CUST-6553,John Smith,Consumer,United States,Europe,Technology,Paper,Product B,7798.24,19,0.05,1251.14,522.29
ORD-100349,2022-12-08,2023-01-03,CUST-6281,Robert Wilson,Home Office,Germany,Asia-Pacific,Furniture,Copiers,Product B,2447.18,8,0.0,317.82,
ORD-100350,2021-09-12,2021-10-10,CUST-6063,Emily Brown,Corporate,United Kingdom,Americas,Technology,Tables,Product C,9166.57,15,0.15,3389.56,578.67
ORD-100351,2022-03-12,2022-04-01,CUST-8215,Robert Wilson,Corporate,United States,Asia-Pacific,Furniture,Copiers,Product D,1323.92,12,0.05,261.94,85.78
ORD-100352,2020-09-07,2020-09-27,CUST-5196,Sarah Johnson,Consumer,Canada,Americas,Technology,Phones,Product B,10239.89,12,0.0,3743.41,1063.27
ORD-100353,2020-09-06,2020-09-20,CUST-7446,Robert Wilson,Corporate,France,Asia-Pacific,Furniture,Paper,Product C,3514.01,10,0.0,578.22,500.28
ORD-100354,2019-07-01,2019-07-24,CUST-6533,John Smith,Corporate,United Kingdom,Asia-Pacific,Office Supplies,Copiers,Product B,364.44,18,0.0,80.74,41.14
ORD-100355,2019-04-15,2019-05-03,CUST-7906,Mike Davis,Consumer,Australia,Americas,Furniture,Phones,Product B,3271.79,18,0.05,384.56,318.77
ORD-100356,2023-11-17,2023-11-28,,Mike Davis,Consumer,France,Europe,Office Supplies,Tables,Product B,840.64,23,0.0,187.65,42.65
ORD-100357,2023-10-18,2023-11-08,CUST-6659,John Smith,Consumer,Australia,Americas,Office Supplies,Binders,Product C,708.74,15,0.0,133.59,89.08
ORD-100358,2023-02-01,2023-03-01,CUST-8473,Emily Brown,Home Office,Canada,Asia-Pacific,Technology,Binders,Product D,5361.14,22,0.0,2099.17,424.0
ORD-100359,2021-03-30,2021-04-22,CUST-6467,Mike Davis,Home Office,United States,Americas,Furniture,Paper,Product D,1712.87,4,0.0,174.96,142.04
ORD-100360,2022-05-01,2022-05-22,CUST-8377,John Smith,Corporate,Germany,Europe,Technology,Paper,Product B,4990.58,21,0.0,528.18,456.34
ORD-100361,2021-10-12,2021-10-17,CUST-5982,Emily Brown,Consumer,Mexico,Americas,Office Supplies,Binders,Product B,90.06,4,0.0,32.98,7.53
ORD-100362,2020-11-24,2020-12-23,CUST-5236,Robert Wilson,Consumer,Canada,Asia-Pacific,Furniture,Copiers,Product D,2061.4,6,0.2,644.6,272.23
ORD-100363,2022-12-30,2023-01-15,CUST-5702,Sarah Johnson,Corporate,Germany,Asia-Pacific,Furniture,Desks,Product C,2994.58,16,0.2,812.3,151.58
ORD-100364,2021-02-26,2021-03-11,CUST-8992,Robert Wilson,Home Office,Australia,Europe,Furniture,Phones,Product D,703.98,4,0.05,253.54,51.86
ORD-100365,2019-07-15,2019-08-12,CUST-8406,Emily Brown,Consumer,United Kingdom,Asia-Pacific,Furniture,Chairs,Product C,6978.32,24,0.05,2770.99,607.79
ORD-100366,2021-07-08,2021-07-15,CUST-6903,Mike Davis,Home Office,Mexico,Americas,Office Supplies,Binders,Product B,153.19,12,0.05,49.81,9.86
ORD-100367,2020-11-09,2020-11-30,CUST-7436,Emily Brown,Corporate,United Kingdom,Europe,Furniture,Phones,Product D,273.96,2,0.0,65.03,37.45
ORD-100368,2019-06-16,2019-07-10,,Sarah Johnson,Corporate,Mexico,Europe,Furniture,Paper,Product D,3251.87,22,0.0,549.88,429.82
ORD-100369,2019-06-27,2019-07-11,CUST-8745,Sarah Johnson,Home Office,Canada,Europe,Office Supplies,Phones,Product A,338.46,10,0.0,113.69,17.01
ORD-100370,2019-11-10,2019-12-03,CUST-5656,Robert Wilson,Corporate,United Kingdom,Asia-Pacific,Office Supplies,Desks,Product D,299.66,14,0.1,57.8,35.27
ORD-100371,2022-03-07,2022-03-18,CUST-5687,Mike Davis,Corporate,Mexico,Americas,Furniture,Copiers,Product D,3036.54,10,0.0,430.57,416.49
ORD-100372,2020-09-11,2020-10-10,CUST-7521,Mike Davis,Corporate,France,Americas,Furniture,Copiers,Product C,1283.26,6,0.05,151.77,65.42
ORD-100373,2019-08-15,2019-08-31,,Robert Wilson,Home Office,Australia,Americas,Furniture,Desks,Product C,2948.34,9,0.0,764.93,264.4
ORD-100374,2021-04-18,2021-05-13,CUST-8992,Emily Brown,Corporate,United Kingdom,Europe,Office Supplies,Copiers,Product C,46.44,3,0.0,11.5,3.17
ORD-100375,2023-08-08,2023-08-25,CUST-8861,Sarah Johnson,Corporate,Germany,Asia-Pacific,Technology,Copiers,Product A,10664.21,14,0.1,3522.7,1219.89
ORD-100376,2021-09-25,2021-10-17,CUST-8739,Sarah Johnson,Corporate,Germany,Americas,Office Supplies,Phones,Product A,561.34,19,0.0,78.6,72.69
ORD-100377,2020-11-11,2020-12-01,CUST-7597,Robert Wilson,Consumer,Australia,Americas,Technology,Copiers,Product D,4415.32,7,0.1,541.25,242.54
ORD-100378,2021-01-07,2021-02-01,CUST-6893,Sarah Johnson,Corporate,Australia,Asia-Pacific,Technology,Tables,Product C,6383.27,9,0.2,965.03,615.35
ORD-100379,2021-09-19,2021-10-14,CUST-8557,Emily Brown,Home Office,France,Europe,Technology,Tables,Product C,1714.94,2,0.0,504.01,107.76
ORD-100380,2021-12-10,2021-12-16,CUST-7885,John Smith,Corporate,United Kingdom,Americas,Office Supplies,Tables,Product B,242.1,10,0.0,58.28,27.63
,2022-11-13,2022-12-01,CUST-5524,Mike Davis,Consumer,Germany,Americas,Office Supplies,Paper,Product B,45.42,6,0.0,9.22,2.74
ORD-100382,2020-03-13,2020-03-23,CUST-6471,Emily Brown,Corporate,France,Asia-Pacific,Office Supplies,Desks,Product B,240.14,6,0.1,41.53,16.63
ORD-100383,2019-01-31,2019-02-22,,Emily Brown,Consumer,United States,Asia-Pacific,Furniture,Phones,Product C,1746.36,10,0.0,273.25,97.27
ORD-100384,2019-01-14,2019-02-08,CUST-7920,Mike Davis,Consumer,United States,Americas,Furniture,Desks,Product B,5304.88,24,0.2,944.91,644.87
ORD-100385,2021-04-13,2021-05-12,CUST-8670,Sarah Johnson,Consumer,Mexico,Americas,Furniture,Binders,Product B,3794.05,23,0.05,499.66,409.29
ORD-100386,2021-03-15,2021-04-08,,Robert Wilson,Consumer,United States,Americas,Technology,Chairs,Product D,963.15,1,0.0,156.97,122.76
ORD-100387,2020-05-25,2020-06-08,CUST-6098,Sarah Johnson,Home Office,United States,Asia-Pacific,Technology,Desks,Product C,12325.98,22,0.15,2529.7,1224.47
ORD-100388,2019-10-24,2019-11-07,CUST-7545,Robert Wilson,Home Office,Australia,Asia-Pacific,Office Supplies,Binders,Product D,100.89,7,0.15,37.2,11.67
ORD-100389,2021-11-17,2021-12-04,CUST-7228,Emily Brown,Home Office,France,Europe,Furniture,Binders,Product D,567.46,4,0.0,128.75,36.4
ORD-100390,2019-10-19,2019-11-12,CUST-5670,Mike Davis,Corporate,Canada,Americas,Furniture,Chairs,Product C,6675.29,18,0.0,2034.64,511.4
ORD-100391,2020-07-14,2020-07-23,CUST-5139,Robert Wilson,Corporate,France,Asia-Pacific,Office Supplies,Copiers,Product B,26.93,1,0.25,4.66,1.63
ORD-100392,2023-11-18,2023-12-04,CUST-6052,Robert Wilson,Consumer,United States,Europe,Technology,Desks,Product B,9523.98,10,0.0,3674.83,1070.6
ORD-100393,2021-07-09,2021-07-28,CUST-6452,Sarah Johnson,Corporate,Germany,Asia-Pacific,Office Supplies,Desks,Product B,43.98,4,0.05,15.26,5.07
ORD-100394,2019-09-12,2019-10-06,CUST-7696,Sarah Johnson,Consumer,United States,Europe,Office Supplies,Chairs,Product B,452.77,13,0.0,176.42,45.41
ORD-100395,2020-08-01,2020-08-23,CUST-6468,John Smith,Home Office,Canada,Americas,Furniture,Binders,Product D,4432.98,9,0.0,1280.71,295.48
ORD-100396,2019-01-31,2019-02-16,CUST-5885,Mike Davis,Corporate,Canada,Americas,Technology,Paper,Product C,3507.65,14,0.0,993.87,301.94
ORD-100397,2019-01-26,2019-02-24,,Robert Wilson,Consumer,France,Asia-Pacific,Office Supplies,Tables,Product B,339.47,17,0.15,95.49,31.14
ORD-100398,2023-07-08,,CUST-5922,Sarah Johnson,Consumer,United Kingdom,Europe,Technology,Tables,Product B,6577.42,8,0.15,1037.28,765.83
ORD-100399,2022-01-11,2022-02-02,CUST-8012,John Smith,Consumer,Australia,Americas,Office Supplies,Desks,Product A,37.95,1,0.0,6.45,4.13
ORD-100400,2020-06-17,2020-07-06,CUST-6392,Sarah Johnson,Consumer,Mexico,Asia-Pacific,Furniture,Phones,Product B,181.7,1,0.0,52.34,27.18
ORD-100401,2022-05-24,2022-06-15,CUST-6686,Sarah Johnson,Consumer,United Kingdom,Europe,Technology,Chairs,Product A,6743.13,17,0.0,2524.98,979.28
ORD-100402,2020-12-25,2021-01-07,CUST-7885,John Smith,Consumer,Australia,Asia-Pacific,Office Supplies,Tables,Product C,209.56,9,0.0,79.21,19.26
ORD-100403,2022-05-18,2022-05-29,CUST-8170,Emily Brown,Consumer,Mexico,Asia-Pacific,Furniture,Tables,Product C,1329.72,4,0.1,378.11,76.94
ORD-100404,2022-04-12,2022-04-19,CUST-8303,Sarah Johnson,Home Office,United Kingdom,Asia-Pacific,Office Supplies,Paper,Product C,182.54,10,0.15,23.93,14.59
ORD-100405,2020-05-20,2020-06-07,CUST-5355,Emily Brown,Consumer,Germany,Asia-Pacific,Furniture,Paper,Product A,5444.78,22,0.0,1801.78,490.22
ORD-100406,2020-09-30,2020-10-12,CUST-8998,John Smith,Home Office,United Kingdom,Asia-Pacific,Office Supplies,Copiers,Product B,352.69,12,0.0,137.71,50.82
ORD-100407,2022-04-12,2022-04-21,CUST-8388,Emily Brown,Home Office,Mexico,Asia-Pacific,Technology,Desks,Product A,401.85,2,0.05,46.15,33.82
ORD-100408,2022-11-10,2022-12-09,CUST-8861,Robert Wilson,Corporate,United States,Americas,Office Supplies,Chairs,Product C,36.36,3,0.05,13.15,2.39
ORD-100409,2021-08-07,2021-08-14,CUST-8039,Emily Brown,Home Office,Germany,Europe,Furniture,Chairs,Product D,318.77,1,0.0,84.11,29.26
ORD-100410,2023-03-02,2023-03-29,CUST-5452,Emily Brown,Consumer,United Kingdom,Asia-Pacific,Office Supplies,Copiers,Product D,159.86,18,0.05,29.14,20.19
ORD-100411,2022-06-04,2022-06-26,CUST-8430,Robert Wilson,Home Office,Germany,Europe,Furniture,Desks,Product C,6387.75,15,0.0,2432.77,926.4
ORD-100412,2020-03-21,2020-04-08,CUST-5343,Robert Wilson,Home Office,Canada,Americas,Furniture,Tables,Product C,312.34,1,0.2,117.23,34.5
ORD-100413,2022-11-24,2022-12-15,CUST-6672,Emily Brown,Home Office,Canada,Europe,Technology,Paper,Product A,8854.67,12,0.0,1758.79,606.05
ORD-100414,2021-07-22,2021-07-29,CUST-8614,Mike Davis,Home Office,United States,Asia-Pacific,Office Supplies,Copiers,Product A,37.01,1,0.2,10.18,4.88
ORD-100415,2020-09-09,2020-09-30,,Sarah Johnson,Corporate,Germany,Asia-Pacific,Office Supplies,Phones,Product C,406.9,22,0.05,44.92,57.56
ORD-100416,2021-07-14,2021-08-08,CUST-6945,Emily Brown,Home Office,Australia,Asia-Pacific,Technology,Desks,Product D,9299.05,17,0.1,1767.01,729.67
ORD-100417,2019-09-28,2019-10-22,CUST-5904,Mike Davis,Corporate,France,Asia-Pacific,Office Supplies,Tables,Product C,404.22,19,0.0,53.57,51.87
ORD-100418,2021-05-25,2021-06-10,CUST-5817,Robert Wilson,Consumer,Australia,Europe,Technology,Paper,Product D,5423.44,24,0.0,1751.8,344.96
ORD-100419,2021-04-25,2021-05-07,,Emily Brown,Consumer,Mexico,Asia-Pacific,Furniture,Binders,Product D,1049.98,5,0.05,249.89,91.28
ORD-100420,2022-06-14,2022-06-20,CUST-7903,Robert Wilson,Home Office,Australia,Americas,Office Supplies,Phones,Product B,169.26,17,0.0,36.7,8.73
ORD-100421,2023-08-31,2023-09-19,CUST-8541,Sarah Johnson,Home Office,France,Europe,Technology,Tables,Product D,20970.12,24,0.0,3413.76,
ORD-100422,2020-08-27,2020-09-10,CUST-7110,Sarah Johnson,Corporate,France,Europe,Technology,Chairs,Product A,20770.85,24,0.05,6392.31,2973.68
ORD-100423,2021-01-07,,CUST-7414,Sarah Johnson,Home Office,France,Asia-Pacific,Technology,Desks,Product D,13506.12,14,0.0,1635.88,1354.91
ORD-100424,2023-06-07,2023-06-27,CUST-6907,Emily Brown,Home Office,Australia,Asia-Pacific,Technology,Chairs,Product C,5393.44,23,0.15,1419.76,677.92
ORD-100425,2021-11-28,2021-12-25,CUST-5104,Sarah Johnson,Home Office,Canada,Asia-Pacific,Technology,Tables,Product D,2782.66,4,0.0,832.15,199.09
ORD-100426,2021-02-08,2021-02-24,CUST-8829,Emily Brown,Corporate,Mexico,Asia-Pacific,Office Supplies,Chairs,Product C,321.91,8,0.15,96.98,30.67
ORD-100427,2021-10-26,2021-11-11,CUST-8490,Sarah Johnson,Consumer,Mexico,Asia-Pacific,Technology,Copiers,Product C,347.71,1,0.05,94.11,32.41
ORD-100428,2020-03-12,2020-04-07,CUST-5420,Mike Davis,Consumer,Mexico,Europe,Office Supplies,Binders,Product D,474.75,23,0.05,50.0,24.77
ORD-100429,2023-04-19,2023-05-08,,Mike Davis,Consumer,United States,Asia-Pacific,Technology,Chairs,Product A,5526.84,14,0.05,1012.83,676.23
ORD-100430,2019-03-06,2019-03-30,CUST-8622,Robert Wilson,Home Office,France,Europe,Furniture,Desks,Product B,1897.05,9,0.2,455.3,
ORD-100431,2021-09-25,2021-10-23,CUST-6760,Sarah Johnson,Corporate,United Kingdom,Americas,Furniture,Paper,Product D,4297.14,12,0.0,1268.91,394.35
ORD-100432,2021-10-15,2021-10-26,CUST-7177,Robert Wilson,Home Office,Australia,Asia-Pacific,Technology,Copiers,Product A,5580.0,10,0.0,2156.71,452.65
ORD-100433,2020-09-17,2020-10-06,CUST-6913,Mike Davis,Home Office,United States,Europe,Technology,Phones,Product A,4037.34,12,0.05,1138.19,414.14
ORD-100434,2023-08-04,2023-08-19,CUST-6312,John Smith,Home Office,Mexico,Asia-Pacific,Furniture,Desks,Product D,2017.23,7,0.05,801.95,268.93
ORD-100435,2022-06-15,2022-07-05,,Emily Brown,Corporate,Germany,Americas,Technology,Binders,Product D,3791.49,18,0.15,1389.88,308.85
ORD-100436,2020-05-17,2020-06-07,CUST-5181,John Smith,Consumer,Australia,Europe,Technology,Phones,Product A,14917.33,16,0.0,4901.54,2220.25
ORD-100437,2019-07-29,2019-08-18,CUST-8509,Mike Davis,Corporate,Canada,Europe,Furniture,Binders,Product C,3259.57,11,0.0,399.82,380.02
ORD-100438,2022-09-19,2022-09-30,CUST-8718,John Smith,Corporate,Canada,Asia-Pacific,Furniture,Paper,Product C,2759.69,22,0.0,732.72,413.08
ORD-100439,2021-10-15,2021-10-25,CUST-6695,Sarah Johnson,Consumer,United Kingdom,Europe,Office Supplies,Tables,Product B,365.89,17,0.2,113.68,31.34
ORD-100440,2021-04-17,,CUST-6223,Sarah Johnson,Home Office,Canada,Americas,Office Supplies,Binders,Product D,489.06,17,0.0,67.52,48.05
ORD-100441,2020-11-13,2020-11-24,CUST-7652,John Smith,Consumer,United Kingdom,Americas,Furniture,Copiers,Product B,1855.2,10,0.05,401.84,258.12
ORD-100442,2023-12-21,2024-01-05,CUST-7956,Sarah Johnson,Home Office,Australia,Americas,Furniture,Copiers,Product C,4124.64,13,0.15,477.22,554.97
ORD-100443,2022-08-29,2022-09-13,CUST-8368,Mike Davis,Home Office,United Kingdom,Asia-Pacific,Office Supplies,Phones,Product A,56.68,2,0.2,21.1,7.0
ORD-100444,2023-04-11,2023-04-22,CUST-6176,John Smith,Home Office,Mexico,Europe,Furniture,Copiers,Product A,2655.18,11,0.15,749.01,346.49
ORD-100445,2020-09-18,2020-09-28,,Emily Brown,Corporate,United Kingdom,Asia-Pacific,Office Supplies,Paper,Product B,26.77,1,0.0,5.04,1.41
ORD-100446,2021-03-31,2021-04-21,CUST-7208,Emily Brown,Consumer,United States,Europe,Office Supplies,Chairs,Product A,296.0,23,0.05,102.31,34.22
ORD-100447,2021-12-05,2021-12-25,CUST-7458,John Smith,Consumer,United Kingdom,Asia-Pacific,Office Supplies,Phones,Product D,581.86,19,0.2,73.31,52.97
ORD-100448,2021-01-20,2021-02-12,CUST-8768,John Smith,Consumer,France,Asia-Pacific,Technology,Desks,Product B,3036.87,16,0.15,1004.39,287.4
ORD-100449,2022-09-15,2022-09-30,CUST-7917,Robert Wilson,Home Office,Australia,Asia-Pacific,Office Supplies,Phones,Product B,458.6,13,0.0,118.84,50.0
ORD-100450,2021-01-08,2021-01-22,CUST-5183,John Smith,Corporate,United Kingdom,Europe,Furniture,Copiers,Product C,2859.15,12,0.0,923.47,376.78
ORD-100451,2022-06-30,2022-07-13,CUST-8057,Sarah Johnson,Corporate,France,Asia-Pacific,Office Supplies,Desks,Product D,103.7,3,0.05,13.19,7.91
ORD-100452,2023-06-29,2023-07-27,CUST-5087,Emily Brown,Corporate,Mexico,Europe,Office Supplies,Copiers,Product D,77.52,7,0.0,14.64,7.3
ORD-100453,2021-02-28,2021-03-24,CUST-5705,John Smith,Consumer,France,Europe,Office Supplies,Chairs,Product C,42.08,1,0.05,4.73,4.51
ORD-100454,2021-08-04,2021-08-11,CUST-8933,Sarah Johnson,Consumer,Germany,Americas,Technology,Desks,Product C,10590.09,22,0.0,2785.67,
ORD-100455,2020-01-20,2020-02-17,CUST-7403,Emily Brown,Corporate,Canada,Europe,Furniture,Paper,Product D,6768.7,17,0.0,1446.38,649.35
ORD-100456,2021-06-23,2021-07-06,CUST-7037,Robert Wilson,Corporate,United Kingdom,Europe,Office Supplies,Paper,Product A,131.21,11,0.0,40.89,12.71
ORD-100457,2019-07-11,2019-08-06,CUST-6425,Robert Wilson,Consumer,Germany,Americas,Office Supplies,Tables,Product D,46.23,2,0.1,7.72,3.9
ORD-100458,2020-12-06,2020-12-26,CUST-7965,John Smith,Corporate,Mexico,Americas,Furniture,Copiers,Product C,741.65,3,0.15,295.45,42.58
ORD-100459,2020-07-21,2020-08-17,CUST-6465,Emily Brown,Home Office,United States,Europe,Furniture,Binders,Product A,5592.91,23,0.15,665.31,616.24
ORD-100460,2023-03-24,2023-04-01,CUST-7235,Robert Wilson,Corporate,France,Asia-Pacific,Furniture,Binders,Product B,848.07,8,0.0,164.37,54.13
ORD-100461,2022-09-28,2022-10-11,CUST-5618,John Smith,Corporate,United States,Europe,Office Supplies,Chairs,Product B,117.54,7,0.1,25.81,11.37
ORD-100462,2021-06-27,,CUST-5968,Sarah Johnson,Corporate,Mexico,Americas,Technology,Paper,Product A,8738.03,17,0.05,1748.58,1113.22
ORD-100463,2022-03-01,2022-03-09,CUST-7959,Emily Brown,Corporate,United States,Asia-Pacific,Office Supplies,Chairs,Product A,332.16,9,0.1,126.1,41.44
ORD-100464,2020-08-06,2020-08-26,CUST-8896,Sarah Johnson,Consumer,Australia,Americas,Office Supplies,Desks,Product B,465.99,12,0.15,68.48,52.15
ORD-100465,2022-03-23,2022-04-05,,Robert Wilson,Home Office,Australia,Europe,Office Supplies,Tables,Product D,734.98,23,0.0,89.31,105.21
ORD-100466,2022-12-08,2023-01-06,CUST-5680,Robert Wilson,Home Office,Canada,Europe,Technology,Copiers,Product A,6620.06,19,0.1,1060.47,539.5
ORD-100467,2020-02-20,2020-03-17,CUST-5842,Emily Brown,Home Office,United States,Europe,Office Supplies,Paper,Product A,237.57,6,0.0,42.69,16.77
ORD-100468,2020-04-08,2020-04-15,CUST-8352,Robert Wilson,Home Office,Germany,Americas,Office Supplies,Tables,Product D,127.71,3,0.0,41.73,7.81
ORD-100469,2023-10-22,2023-11-03,CUST-8758,Mike Davis,Home Office,Mexico,Asia-Pacific,Technology,Binders,Product D,18513.69,22,0.0,6580.63,1695.98
ORD-100470,2021-10-24,2021-11-09,CUST-5105,Robert Wilson,Home Office,France,Asia-Pacific,Office Supplies,Copiers,Product D,794.38,21,0.15,210.37,70.08
,2021-04-05,2021-04-28,CUST-7199,Robert Wilson,Consumer,Germany,Americas,Technology,Phones,Product C,16920.78,21,0.0,3243.62,1755.84
ORD-100472,2022-08-19,2022-09-08,CUST-8403,Sarah Johnson,Consumer,Mexico,Asia-Pacific,Office Supplies,Copiers,Product D,345.34,12,0.15,77.39,30.22
ORD-100473,2023-03-14,2023-04-10,CUST-7782,John Smith,Corporate,United States,Americas,Office Supplies,Binders,Product B,209.28,15,0.0,58.7,
ORD-100474,2022-01-16,2022-02-14,CUST-8388,John Smith,Corporate,France,Americas,Technology,Phones,Product C,3684.49,8,0.0,890.81,199.07
ORD-100475,2022-01-30,2022-02-25,CUST-7104,Robert Wilson,Corporate,Australia,Americas,Office Supplies,Copiers,Product C,314.46,18,0.15,90.08,
ORD-100476,2019-04-21,2019-04-30,CUST-8903,Emily Brown,Corporate,United Kingdom,Americas,Technology,Chairs,Product B,1000.23,3,0.0,282.06,52.12
ORD-100477,2023-06-24,2023-06-29,CUST-5147,John Smith,Home Office,Mexico,Americas,Office Supplies,Paper,Product D,335.92,13,0.05,37.63,29.68
ORD-100478,2023-08-03,2023-08-25,CUST-6232,John Smith,Consumer,Australia,Americas,Office Supplies,Tables,Product D,333.12,12,0.0,35.11,19.27
ORD-100479,2021-04-16,2021-04-25,CUST-6195,Robert Wilson,Home Office,Mexico,Asia-Pacific,Furniture,Copiers,Product C,1331.09,9,0.0,453.63,186.3
ORD-100480,2022-11-23,2022-12-16,CUST-7784,John Smith,Corporate,Mexico,Europe,Office Supplies,Desks,Product A,16.81,3,0.0,1.78,1.21
ORD-100481,2022-01-31,2022-02-27,CUST-8088,Emily Brown,Consumer,United Kingdom,Europe,Technology,Desks,Product C,13740.71,19,0.0,3924.01,804.92
ORD-100482,2022-06-06,2022-06-28,CUST-8567,Robert Wilson,Corporate,Australia,Americas,Technology,Copiers,Product D,2166.72,6,0.0,840.05,165.03
ORD-100483,2022-03-27,2022-04-05,CUST-8239,Emily Brown,Home Office,Canada,Asia-Pacific,Technology,Phones,Product D,12452.12,15,0.0,2407.13,636.05
ORD-100484,2022-12-29,2023-01-03,CUST-6800,John Smith,Consumer,United States,Europe,Office Supplies,Paper,Product B,255.17,18,0.2,60.8,16.9
ORD-100485,2019-05-11,2019-05-18,CUST-8028,Sarah Johnson,Consumer,Australia,Europe,Furniture,Copiers,Product B,1300.97,3,0.05,327.45,
ORD-100486,2020-10-20,2020-11-04,CUST-6613,Emily Brown,Home Office,France,Americas,Office Supplies,Desks,Product D,38.73,5,0.05,13.92,3.64
ORD-100487,2022-06-30,2022-07-17,CUST-5122,Robert Wilson,Home Office,Mexico,Americas,Technology,Binders,Product B,18420.7,19,0.0,5448.49,1653.76
ORD-100488,2022-12-03,2022-12-10,CUST-7724,Mike Davis,Corporate,United States,Americas,Technology,Copiers,Product D,15837.56,17,0.0,2120.9,1991.65
ORD-100489,2020-07-03,2020-07-25,CUST-6505,John Smith,Home Office,Canada,Asia-Pacific,Technology,Copiers,Product D,9320.67,10,0.0,1752.33,874.85
ORD-100490,2022-02-06,2022-02-18,CUST-8931,Robert Wilson,Corporate,United States,Asia-Pacific,Office Supplies,Chairs,Product B,105.08,11,0.0,10.86,15.48
ORD-100491,2023-12-01,2023-12-22,CUST-6559,Emily Brown,Corporate,Mexico,Americas,Office Supplies,Desks,Product D,206.32,7,0.0,41.59,22.97
ORD-100492,2023-08-18,2023-08-27,CUST-8747,Sarah Johnson,Corporate,Mexico,Asia-Pacific,Office Supplies,Paper,Product A,623.38,15,0.0,221.93,47.71
ORD-100493,2022-07-12,2022-07-27,CUST-5803,Sarah Johnson,Corporate,United States,Europe,Technology,Copiers,Product B,5068.28,6,0.0,627.33,449.17
ORD-100494,2020-07-13,2020-07-27,CUST-8229,John Smith,Consumer,France,Americas,Office Supplies,Chairs,Product D,377.57,13,0.1,102.36,
ORD-100495,2022-09-13,2022-10-04,CUST-6025,John Smith,Consumer,United Kingdom,Americas,Technology,Chairs,Product D,6837.7,24,0.0,1694.62,1010.79
ORD-100496,2022-10-21,2022-10-29,,Robert Wilson,Consumer,United States,Europe,Furniture,Phones,Product D,832.22,3,0.05,183.69,78.38
ORD-100497,2023-06-18,2023-06-24,CUST-5236,Mike Davis,Consumer,France,Americas,Furniture,Paper,Product A,2662.73,15,0.0,437.67,183.5
ORD-100498,2020-07-11,2020-08-05,CUST-6896,Robert Wilson,Home Office,United Kingdom,Asia-Pacific,Office Supplies,Tables,Product D,551.24,20,0.05,211.24,65.81
ORD-100499,2019-04-25,2019-05-04,CUST-6345,John Smith,Consumer,Mexico,Americas,Office Supplies,Phones,Product A,49.11,4,0.05,15.47,3.61
ORD-100500,2023-07-31,2023-08-17,CUST-5904,Mike Davis,Consumer,Mexico,Europe,Technology,Paper,Product B,2656.17,10,0.05,747.05,153.71
ORD-100501,2020-09-07,2020-10-03,CUST-5687,Emily Brown,Consumer,Australia,Europe,Office Supplies,Paper,Product C,303.18,18,0.05,111.71,
ORD-100502,2020-04-08,2020-05-01,CUST-5825,John Smith,Home Office,Canada,Europe,Furniture,Chairs,Product C,1388.64,11,0.0,426.57,125.61
ORD-100503,2022-01-18,2022-01-26,CUST-8139,Sarah Johnson,Consumer,United Kingdom,Americas,Technology,Binders,Product A,15756.89,21,0.0,5659.66,1091.93
ORD-100504,2023-07-10,2023-08-02,CUST-8876,Mike Davis,Home Office,United States,Asia-Pacific,Furniture,Paper,Product A,3479.98,10,0.05,646.81,241.32
ORD-100505,2022-12-11,2022-12-19,CUST-6758,Robert Wilson,Consumer,Canada,Europe,Furniture,Desks,Product A,1605.78,4,0.0,620.94,215.55
ORD-100506,2022-02-19,2022-02-26,,Emily Brown,Home Office,United States,Americas,Office Supplies,Chairs,Product A,739.02,15,0.0,286.9,110.58
ORD-100507,2021-09-24,2021-10-15,CUST-5471,Sarah Johnson,Home Office,France,Asia-Pacific,Technology,Chairs,Product C,468.93,1,0.0,90.29,
